index,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,hour,hourly_demand,date,temperature_2m,precipitation,rain,snowfall,day_of_week,month,is_weekend,lag_demand_1,lag_demand_3,lag_demand_6,lag_demand_2,rolling_mean_3
46285,2023-09-14 07:13:00,2023-09-14 07:28:00,1.0,0.0,18,254,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,25.0,17.0,17.0
43506,2023-09-14 07:16:00,2023-09-14 07:25:00,1.0,0.83,159,168,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
43509,2023-09-14 07:19:00,2023-09-14 07:56:00,1.0,2.1,69,235,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
43507,2023-09-14 07:22:00,2023-09-14 08:17:00,1.0,12.5,136,209,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
46282,2023-09-14 07:23:00,2023-09-14 08:01:00,1.0,0.0,78,74,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
43505,2023-09-14 07:29:00,2023-09-14 08:00:00,1.0,1.6,235,220,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
43510,2023-09-14 07:31:00,2023-09-14 07:57:00,1.0,3.5,208,185,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
43514,2023-09-14 07:33:00,2023-09-14 07:49:00,1.0,3.1,47,182,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
43508,2023-09-14 07:36:00,2023-09-14 08:03:00,1.0,0.0,213,19,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
46286,2023-09-14 07:36:00,2023-09-14 07:54:00,1.0,0.0,254,254,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
43511,2023-09-14 07:42:00,2023-09-14 07:54:00,1.0,1.1,18,78,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
46283,2023-09-14 07:51:00,2023-09-14 08:16:00,1.0,0.0,213,32,7,17,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,17.0
46287,2023-09-14 08:04:00,2023-09-14 08:19:00,1.0,0.0,32,47,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,17.0,17.0,17.0,17.0,15.333333333333334
43525,2023-09-14 08:12:00,2023-09-14 08:41:00,1.0,3.2,47,136,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,17.0,17.0,17.0,13.666666666666666
43519,2023-09-14 08:12:00,2023-09-14 08:44:00,1.0,2.8,78,42,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,17.0,17.0,12.0,12.0
43518,2023-09-14 08:15:00,2023-09-14 09:21:00,1.0,7.1,18,33,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,17.0,12.0,12.0
43523,2023-09-14 08:15:00,2023-09-14 08:29:00,1.0,0.7,247,169,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,17.0,12.0,12.0
43526,2023-09-14 08:17:00,2023-09-14 08:47:00,1.0,1.7,254,18,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,17.0,12.0,12.0
43517,2023-09-14 08:24:00,2023-09-14 08:40:00,1.0,2.88,241,200,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43521,2023-09-14 08:30:00,2023-09-14 08:59:00,1.0,3.2,254,200,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43522,2023-09-14 08:45:00,2023-09-14 09:35:00,1.0,10.8,212,121,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43520,2023-09-14 08:51:00,2023-09-14 09:05:00,2.0,1.81,3,250,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43524,2023-09-14 08:52:00,2023-09-14 09:38:00,1.0,8.4,174,74,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43527,2023-09-14 08:54:00,2023-09-14 12:16:00,1.0,0.0,51,41,8,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43534,2023-09-14 09:01:00,2023-09-14 09:46:00,1.0,5.3,167,237,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,13.0
43535,2023-09-14 09:07:00,2023-09-14 09:55:00,1.0,0.0,174,68,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,12.0,12.0,12.0,14.0
43542,2023-09-14 09:10:00,2023-09-14 10:18:00,1.0,19.8,136,72,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,12.0,12.0,15.0,15.0
43528,2023-09-14 09:16:00,2023-09-14 09:36:00,1.0,2.5,167,116,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,12.0,15.0,15.0
43537,2023-09-14 09:23:00,2023-09-14 10:40:00,1.0,8.4,235,137,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,12.0,15.0,15.0
43529,2023-09-14 09:28:00,2023-09-14 10:15:00,1.0,9.5,47,50,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,12.0,15.0,15.0
43531,2023-09-14 09:34:00,2023-09-14 10:03:00,1.0,6.4,78,75,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43533,2023-09-14 09:41:00,2023-09-14 10:52:00,1.0,20.7,254,89,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43530,2023-09-14 09:41:00,2023-09-14 10:18:00,1.0,5.1,136,74,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43539,2023-09-14 09:41:00,2023-09-14 10:52:00,1.0,11.9,212,76,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43538,2023-09-14 09:42:00,2023-09-14 10:30:00,1.0,14.1,220,196,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43536,2023-09-14 09:45:00,2023-09-14 10:02:00,1.0,3.5,254,242,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43532,2023-09-14 09:51:00,2023-09-14 09:59:00,2.0,0.93,250,183,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43541,2023-09-14 09:55:00,2023-09-14 10:26:00,1.0,3.0,159,75,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43540,2023-09-14 09:57:00,2023-09-14 11:21:00,1.0,24.2,78,165,9,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43555,2023-09-14 10:04:00,2023-09-14 11:08:00,1.0,13.6,3,37,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
46288,2023-09-14 10:04:00,2023-09-14 10:21:00,1.0,6.82,168,138,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43551,2023-09-14 10:05:00,2023-09-14 10:32:00,1.0,3.9,212,136,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43548,2023-09-14 10:10:00,2023-09-14 11:00:00,1.0,15.3,248,205,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43549,2023-09-14 10:15:00,2023-09-14 10:35:00,1.0,1.7,32,242,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43546,2023-09-14 10:15:00,2023-09-14 10:41:00,1.0,4.9,169,75,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43553,2023-09-14 10:20:00,2023-09-14 10:57:00,1.0,6.4,208,244,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43545,2023-09-14 10:20:00,2023-09-14 10:46:00,1.0,6.6,167,242,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43547,2023-09-14 10:31:00,2023-09-14 11:40:00,1.0,8.6,47,161,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43550,2023-09-14 10:34:00,2023-09-14 10:51:00,1.0,1.7,242,242,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43552,2023-09-14 10:35:00,2023-09-14 10:44:00,1.0,0.5,136,18,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43554,2023-09-14 10:48:00,2023-09-14 11:00:00,1.0,2.05,159,47,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43543,2023-09-14 10:55:00,2023-09-14 11:10:00,6.0,4.16,51,3,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43544,2023-09-14 10:56:00,2023-09-14 11:28:00,1.0,4.8,247,238,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43556,2023-09-14 10:56:00,2023-09-14 11:13:00,1.0,2.0,247,60,10,15,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,15.0
43559,2023-09-14 11:01:00,2023-09-14 11:24:00,1.0,6.7,169,51,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,15.0,15.0,15.0,15.0,14.0
43558,2023-09-14 11:02:00,2023-09-14 12:08:00,1.0,12.38,136,68,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,15.0,15.0,15.0,13.0
43563,2023-09-14 11:04:00,2023-09-14 11:58:00,1.0,10.7,254,173,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,15.0,15.0,12.0,12.0
43564,2023-09-14 11:06:00,2023-09-14 11:23:00,1.0,0.7,169,119,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,15.0,12.0,12.0
43565,2023-09-14 11:12:00,2023-09-14 12:00:00,1.0,4.5,235,75,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,15.0,12.0,12.0
43557,2023-09-14 11:14:00,2023-09-14 11:36:00,6.0,5.25,3,167,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,15.0,12.0,12.0
43566,2023-09-14 11:20:00,2023-09-14 12:51:00,1.0,8.9,169,230,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43568,2023-09-14 11:31:00,2023-09-14 12:29:00,1.0,8.5,159,107,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43567,2023-09-14 11:34:00,2023-09-14 12:22:00,1.0,4.3,159,140,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43561,2023-09-14 11:36:00,2023-09-14 12:30:00,1.0,9.1,213,170,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43562,2023-09-14 11:44:00,2023-09-14 11:56:00,1.0,1.7,32,3,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43560,2023-09-14 11:46:00,2023-09-14 12:22:00,1.0,8.2,78,239,11,12,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,12.0
43575,2023-09-14 12:02:00,2023-09-14 12:58:00,1.0,9.4,167,56,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,12.0,12.0,12.0,12.0,13.333333333333334
43572,2023-09-14 12:09:00,2023-09-14 13:17:00,1.0,5.9,182,43,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,12.0,12.0,12.0,14.666666666666666
46290,2023-09-14 12:09:00,2023-09-14 12:39:00,1.0,4.67,69,75,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,12.0,12.0,16.0,16.0
43571,2023-09-14 12:13:00,2023-09-14 13:00:00,1.0,12.5,200,162,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,12.0,16.0,16.0
43577,2023-09-14 12:19:00,2023-09-14 12:48:00,1.0,5.0,235,250,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,12.0,16.0,16.0
43573,2023-09-14 12:24:00,2023-09-14 13:54:00,1.0,8.9,185,141,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,12.0,16.0,16.0
43578,2023-09-14 12:26:00,2023-09-14 13:32:00,1.0,16.3,168,123,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43570,2023-09-14 12:33:00,2023-09-14 13:37:00,1.0,0.0,259,229,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43580,2023-09-14 12:34:00,2023-09-14 13:05:00,1.0,5.7,159,242,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43582,2023-09-14 12:35:00,2023-09-14 13:08:00,1.0,0.0,168,82,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43574,2023-09-14 12:39:00,2023-09-14 14:14:00,1.0,7.8,60,170,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
46289,2023-09-14 12:41:00,2023-09-14 13:04:00,1.0,1.9,235,244,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43569,2023-09-14 12:42:00,2023-09-14 13:25:00,1.0,0.0,81,140,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43581,2023-09-14 12:56:00,2023-09-14 13:59:00,1.0,12.2,169,158,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43576,2023-09-14 12:57:00,2023-09-14 13:17:00,1.0,6.55,199,168,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43579,2023-09-14 12:57:00,2023-09-14 13:15:00,2.0,2.36,136,32,12,16,2023-09-14 07:00:00,17.3435,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.0
43588,2023-09-14 13:00:00,2023-09-14 13:15:00,1.0,1.3,185,242,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,16.0,16.0,16.0,16.0,16.666666666666668
43590,2023-09-14 13:00:00,2023-09-14 13:21:00,1.0,2.9,69,243,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,16.0,16.0,16.0,17.333333333333332
43584,2023-09-14 13:01:00,2023-09-14 13:41:00,1.0,0.6,174,18,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,16.0,16.0,18.0,18.0
43583,2023-09-14 13:02:00,2023-09-14 14:07:00,1.0,0.0,60,37,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,16.0,18.0,18.0
43596,2023-09-14 13:03:00,2023-09-14 14:08:00,1.0,5.2,213,244,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,16.0,18.0,18.0
43592,2023-09-14 13:08:00,2023-09-14 14:16:00,1.0,7.6,235,140,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,16.0,18.0,18.0
43594,2023-09-14 13:13:00,2023-09-14 14:06:00,1.0,12.1,259,7,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43589,2023-09-14 13:15:00,2023-09-14 13:35:00,1.0,1.9,168,116,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
46292,2023-09-14 13:16:00,2023-09-14 13:49:00,1.0,8.7,235,238,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43598,2023-09-14 13:19:00,2023-09-14 14:09:00,1.0,0.8,119,113,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
46291,2023-09-14 13:27:00,2023-09-14 14:02:00,1.0,0.0,78,162,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43587,2023-09-14 13:29:00,2023-09-14 13:47:00,1.0,4.39,220,244,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43593,2023-09-14 13:31:00,2023-09-14 14:26:00,1.0,6.3,213,24,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43586,2023-09-14 13:33:00,2023-09-14 14:09:00,1.0,0.0,47,42,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43595,2023-09-14 13:33:00,2023-09-14 14:12:00,1.0,0.7,235,7,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43597,2023-09-14 13:38:00,2023-09-14 15:06:00,1.0,12.2,47,140,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43591,2023-09-14 13:42:00,2023-09-14 14:00:00,1.0,2.9,220,244,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43585,2023-09-14 13:44:00,2023-09-14 14:04:00,1.0,1.1,254,240,13,18,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,18.0
43602,2023-09-14 14:03:00,2023-09-14 14:47:00,1.0,10.9,81,151,14,7,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,18.0,18.0,18.0,18.0,14.333333333333334
46293,2023-09-14 14:17:00,2023-09-14 14:54:00,1.0,0.0,242,41,14,7,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,7.0,18.0,18.0,18.0,10.666666666666666
43603,2023-09-14 14:18:00,2023-09-14 14:29:00,1.0,1.52,159,42,14,7,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,7.0,18.0,18.0,7.0,7.0
43601,2023-09-14 14:20:00,2023-09-14 14:43:00,1.0,0.9,78,18,14,7,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,7.0,7.0,18.0,7.0,7.0
43600,2023-09-14 14:26:00,2023-09-14 15:00:00,3.0,11.0,169,186,14,7,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,7.0,7.0,18.0,7.0,7.0
43604,2023-09-14 14:40:00,2023-09-14 15:44:00,1.0,7.6,174,131,14,7,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,7.0,7.0,18.0,7.0,7.0
43599,2023-09-14 14:49:00,2023-09-14 15:46:00,1.0,20.1,235,132,14,7,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,7.0,7.0,7.0,7.0,7.0
43609,2023-09-14 15:14:00,2023-09-14 15:20:00,1.0,0.5,94,18,15,5,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,7.0,7.0,7.0,7.0,6.333333333333333
43605,2023-09-14 15:28:00,2023-09-14 16:48:00,1.0,15.0,136,197,15,5,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,5.0,7.0,7.0,7.0,5.666666666666667
43606,2023-09-14 15:42:00,2023-09-14 15:59:00,1.0,2.68,247,41,15,5,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,5.0,7.0,7.0,5.0,5.0
43608,2023-09-14 15:43:00,2023-09-14 16:02:00,1.0,1.9,78,47,15,5,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,5.0,5.0,7.0,5.0,5.0
43607,2023-09-14 15:46:00,2023-09-14 13:00:00,1.0,3.5,3,213,15,5,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,5.0,5.0,7.0,5.0,5.0
43610,2023-09-14 16:05:00,2023-09-14 16:05:00,1.0,0.0,168,168,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,5.0,5.0,7.0,5.0,8.0
43611,2023-09-14 16:07:00,2023-09-14 16:07:00,1.0,0.0,168,168,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,5.0,5.0,5.0,11.0
43612,2023-09-14 16:09:00,2023-09-14 17:09:00,1.0,25.18,32,265,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,5.0,5.0,14.0,14.0
43617,2023-09-14 16:12:00,2023-09-14 17:14:00,1.0,10.3,69,70,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,5.0,14.0,14.0
43613,2023-09-14 16:17:00,2023-09-14 17:23:00,1.0,11.2,247,134,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,5.0,14.0,14.0
43616,2023-09-14 16:17:00,2023-09-14 16:39:00,1.0,3.0,242,213,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,5.0,14.0,14.0
46297,2023-09-14 16:21:00,2023-09-14 17:12:00,1.0,7.47,20,41,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
43615,2023-09-14 16:31:00,2023-09-14 18:40:00,1.0,20.7,136,76,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
43618,2023-09-14 16:37:00,2023-09-14 17:42:00,1.0,4.6,78,121,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
46296,2023-09-14 16:37:00,2023-09-14 16:54:00,1.0,0.0,136,244,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
46294,2023-09-14 16:37:00,2023-09-14 17:44:00,1.0,19.21,247,132,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
43619,2023-09-14 16:42:00,2023-09-14 18:28:00,1.0,1.6,119,116,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
43614,2023-09-14 16:53:00,2023-09-14 17:25:00,1.0,9.0,169,51,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
46295,2023-09-14 16:58:00,2023-09-14 17:10:00,1.0,0.0,168,74,16,14,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,14.0
43621,2023-09-14 17:20:00,2023-09-14 17:46:00,0.0,2.4,32,136,17,6,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,14.0,14.0,14.0,14.0,11.333333333333334
43622,2023-09-14 17:26:00,2023-09-14 17:41:00,1.0,1.8,78,47,17,6,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,6.0,14.0,14.0,14.0,8.666666666666666
43620,2023-09-14 17:33:00,2023-09-14 17:46:00,1.0,0.9,182,250,17,6,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,6.0,14.0,14.0,6.0,6.0
43623,2023-09-14 17:51:00,2023-09-14 19:06:00,1.0,14.2,20,180,17,6,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,6.0,6.0,14.0,6.0,6.0
43624,2023-09-14 17:51:00,2023-09-14 18:43:00,1.0,8.9,242,121,17,6,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,6.0,6.0,14.0,6.0,6.0
46298,2023-09-14 17:59:00,2023-09-14 19:09:00,1.0,17.81,159,14,17,6,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,6.0,6.0,14.0,6.0,6.0
43625,2023-09-14 18:05:00,2023-09-14 18:43:00,1.0,6.4,247,254,18,3,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,6.0,6.0,6.0,6.0,5.0
43626,2023-09-14 18:37:00,2023-09-14 19:04:00,1.0,2.8,18,32,18,3,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,3.0,6.0,6.0,6.0,4.0
46299,2023-09-14 18:57:00,2023-09-14 18:57:00,1.0,0.0,69,69,18,3,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,3.0,6.0,6.0,3.0,3.0
43629,2023-09-14 19:02:00,2023-09-14 19:07:00,1.0,0.68,247,159,19,4,2023-09-14 13:00:00,18.6935,0.0,0.0,0.0,3,9,0,3.0,3.0,6.0,3.0,3.3333333333333335
